hgnc_symbol	uniprot_id	uniprot_swissprot	uniprot_trembl	ensembl_gene_id	description
AKAP11	Q9UKA4	Q9UKA4		ENSG00000023516	A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]
ADAMTS5	Q9UNA0	Q9UNA0		ENSG00000154736	ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]
MZT1	Q08AG7	Q08AG7		ENSG00000204899	mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:HGNC:33830]
AKAIN1	J3KS16		J3KS16	ENSG00000231824	A-kinase anchor inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28285]
SLC14A2	Q15849	Q15849		ENSG00000132874	solute carrier family 14 member 2 [Source:HGNC Symbol;Acc:HGNC:10919]
C2CD2	H7BZB0		H7BZB0	ENSG00000157617	C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
PROSER1	Q86XN7	Q86XN7		ENSG00000120685	proline and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:20291]
ERICH6B	Q5W0A0	Q5W0A0		ENSG00000165837	glutamate rich 6B [Source:HGNC Symbol;Acc:HGNC:26523]
RALBP1	Q15311	Q15311		ENSG00000017797	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]
ZBTB21	Q9ULJ3	Q9ULJ3		ENSG00000173276	zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
PIBF1	Q8WXW3	Q8WXW3		ENSG00000083535	progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352]
CBR1	P16152	P16152		ENSG00000159228	carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
BORA	Q6PGQ7	Q6PGQ7		ENSG00000136122	BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724]
CBR3	O75828	O75828	V9HW40	ENSG00000159231	carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549]
EVA1C	A0A0C4DG64		A0A0C4DG64	ENSG00000166979	eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
KLHL1	Q9NR64	Q9NR64		ENSG00000150361	kelch like family member 1 [Source:HGNC Symbol;Acc:HGNC:6352]
SS18	Q15532	Q15532		ENSG00000141380	SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]
CFAP298	H7C3D9		H7C3D9	ENSG00000159079	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
SCEL	F2Z2X8		F2Z2X8	ENSG00000136155	sciellin [Source:HGNC Symbol;Acc:HGNC:10573]
CFAP298-TCP10L	A0A669KAZ9		A0A669KAZ9	ENSG00000265590	CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ANKRD12	J3QRX3		J3QRX3	ENSG00000101745	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]
TCP10L	A0A669KB91		A0A669KB91	ENSG00000242220	t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ARK2N	K7EQH1		K7EQH1	ENSG00000152242	arkadia (RNF111) N-terminal like PKA signaling regulator 2N [Source:HGNC Symbol;Acc:HGNC:28172]
FREM2	Q5SZK8	Q5SZK8		ENSG00000150893	FRAS1 related extracellular matrix 2 [Source:HGNC Symbol;Acc:HGNC:25396]
PRR20B	P86481	P86481		ENSG00000204918	proline rich 20B [Source:HGNC Symbol;Acc:HGNC:37220]
BTG3	Q14201	Q14201		ENSG00000154640	BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]
SUMO3	A8MUA9		A8MUA9	ENSG00000184900	small ubiquitin like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124]
TBC1D4	A0A3B3IRT3		A0A3B3IRT3	ENSG00000136111	TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]
SKA1	Q96BD8	Q96BD8		ENSG00000154839	spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109]
PRR20D	P86480	P86480		ENSG00000227151	proline rich 20D [Source:HGNC Symbol;Acc:HGNC:37222]
SPRY2	O43597	O43597		ENSG00000136158	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]
RPRD1A	K7ER50		K7ER50	ENSG00000141425	regulation of nuclear pre-mRNA domain containing 1A [Source:HGNC Symbol;Acc:HGNC:25560]
SAMSN1	Q9NSI8	Q9NSI8		ENSG00000155307	SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]
PRR20E	P86478	P86478		ENSG00000234278	proline rich 20E [Source:HGNC Symbol;Acc:HGNC:37223]
UFM1	P61960	P61960		ENSG00000120686	ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]
OR9G1	A0AAG2S6M5		A0AAG2S6M5	ENSG00000261958	olfactory receptor family 9 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:15319]
OR9G9	A0A126GVB8		A0A126GVB8	ENSG00000262191	olfactory receptor family 9 subfamily G member 9 [Source:HGNC Symbol;Acc:HGNC:31940]
OR9G4	Q8NGQ1	Q8NGQ1		ENSG00000262647	olfactory receptor family 9 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:15322]
KLF5	Q13887	Q13887	Q5T6X2	ENSG00000102554	KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]
RIT2	Q99578	Q99578		ENSG00000152214	Ras like without CAAX 2 [Source:HGNC Symbol;Acc:HGNC:10017]
SIM2	Q14190	Q14190		ENSG00000159263	SIM bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883]
CTAGE1	Q9HC47	Q9HC47		ENSG00000212710	cutaneous T cell lymphoma-associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:24346]
CBY2	Q8NA61	Q8NA61	A0A140VJV5	ENSG00000174015	chibby family member 2 [Source:HGNC Symbol;Acc:HGNC:30720]
RIPPLY3	P57055	P57055		ENSG00000183145	ripply transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:3047]
UBAC2	X6R5E5		X6R5E5	ENSG00000134882	UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]
HRH4	Q9H3N8	Q9H3N8		ENSG00000134489	histamine receptor H4 [Source:HGNC Symbol;Acc:HGNC:17383]
MAPK4	P31152	P31152		ENSG00000141639	mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878]
RRP1B	Q14684	Q14684		ENSG00000160208	ribosomal RNA processing 1B [Source:HGNC Symbol;Acc:HGNC:23818]
PDXK	A8MV33		A8MV33	ENSG00000160209	pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]
ARK2C	K7EQ96		K7EQ96	ENSG00000141622	arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C [Source:HGNC Symbol;Acc:HGNC:31696]
RFC3	P40938	P40938		ENSG00000133119	replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971]
POU4F1	Q01851	Q01851		ENSG00000152192	POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218]
ST8SIA3	O43173	O43173		ENSG00000177511	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]
RNF152	Q8N8N0	Q8N8N0		ENSG00000176641	ring finger protein 152 [Source:HGNC Symbol;Acc:HGNC:26811]
CCDC68	Q9H2F9	Q9H2F9		ENSG00000166510	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]
SPATA13	Q96N96	Q96N96		ENSG00000182957	spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]
RRP1	D6RE82		D6RE82	ENSG00000160214	ribosomal RNA processing 1 [Source:HGNC Symbol;Acc:HGNC:18785]
NHLRC3	C9J973		C9J973	ENSG00000188811	NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]
MED15	C9JZV5		C9JZV5	ENSG00000099917	mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]
OLFM4	Q6UX06	Q6UX06		ENSG00000102837	olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]
SMAD2	Q15796	Q15796	Q53XR6	ENSG00000175387	SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]
GRK1	Q15835	Q15835		ENSG00000288263	G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]
PRR20A	P86496	P86496		ENSG00000204919	proline rich 20A [Source:HGNC Symbol;Acc:HGNC:24754]
RAB27B	K7ES41		K7ES41	ENSG00000041353	RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]
AGPAT3	Q9NRZ7	Q9NRZ7		ENSG00000160216	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326]
IPO5	E7EV12		E7EV12	ENSG00000065150	importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]
TXNL1	O43396	O43396	V9HW51	ENSG00000091164	thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436]
TOLLIP	Q9H0E2	Q9H0E2	Q6FIE9	ENSG00000291426	toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]
BRSK2	Q8IWQ3	Q8IWQ3	A0A140VJF6	ENSG00000291428	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]
CTIF	O43310	O43310		ENSG00000134030	cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925]
DUSP8	Q13202	Q13202		ENSG00000291431	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]
TRAPPC10	P48553	P48553		ENSG00000160218	trafficking protein particle complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:11868]
KRTAP5-1	Q6L8H4	Q6L8H4		ENSG00000291433	keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596]
KRTAP5-2	Q701N4	Q701N4		ENSG00000291434	keratin associated protein 5-2 [Source:HGNC Symbol;Acc:HGNC:23597]
KRTAP5-3	Q6L8H2	Q6L8H2		ENSG00000291435	keratin associated protein 5-3 [Source:HGNC Symbol;Acc:HGNC:23598]
GAREM1	J3QRF3		J3QRF3	ENSG00000141441	GRB2 associated regulator of MAPK1 subtype 1 [Source:HGNC Symbol;Acc:HGNC:26136]
KRTAP5-4	A8MUN0		A8MUN0	ENSG00000291440	keratin associated protein 5-4 [Source:HGNC Symbol;Acc:HGNC:23599]
KRTAP5-5	Q701N2	Q701N2		ENSG00000291443	keratin associated protein 5-5 [Source:HGNC Symbol;Acc:HGNC:23601]
MOB2	Q70IA6	Q70IA6		ENSG00000291442	MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]
PWP2	C9J544		C9J544	ENSG00000241945	PWP2 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]
OSM	P13725	P13725		ENSG00000099985	oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]
ZBTB7C	A1YPR0	A1YPR0	B2RG49	ENSG00000184828	zinc finger and BTB domain containing 7C [Source:HGNC Symbol;Acc:HGNC:31700]
NCF4	B0QY04		B0QY04	ENSG00000100365	neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]
BOD1L2	Q8IYS8	Q8IYS8		ENSG00000228075	biorientation of chromosomes in cell division 1 like 2 [Source:HGNC Symbol;Acc:HGNC:28505]
FBXO15	J3QRE7		J3QRE7	ENSG00000141665	F-box protein 15 [Source:HGNC Symbol;Acc:HGNC:13617]
DIAPH3	Q9NSV4	Q9NSV4		ENSG00000139734	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]
DYRK1A	A0A2R8Y6L5		A0A2R8Y6L5	ENSG00000157540	dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091]
PCDH17	O14917	O14917		ENSG00000118946	protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]
SERTM1	A2A2V5	A2A2V5		ENSG00000180440	serine rich and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33792]
CDH7	Q9ULB5	Q9ULB5		ENSG00000081138	cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]
TPGS2	A0A087X0Q8		A0A087X0Q8	ENSG00000134779	tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]
SLC7A1	P30825	P30825		ENSG00000139514	solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]
CACNA1I	Q9P0X4	Q9P0X4		ENSG00000100346	calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396]
SERTAD4	Q9NUC0	Q9NUC0		ENSG00000281230	SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]
ISX	Q2M1V0	Q2M1V0		ENSG00000175329	intestine specific homeobox [Source:HGNC Symbol;Acc:HGNC:28084]
ENTHD1	Q8IYW4	Q8IYW4		ENSG00000176177	ENTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26352]
LIF	P15018	P15018		ENSG00000128342	LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]
HHAT	Q5VTY9	Q5VTY9		ENSG00000280680	hedgehog acyltransferase [Source:HGNC Symbol;Acc:HGNC:18270]
SLC15A1	P46059	P46059	B2CQT6	ENSG00000088386	solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920]
CBX7	O95931	O95931		ENSG00000100307	chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]
FOXO1	Q12778	Q12778		ENSG00000150907	forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]
MC4R	P32245	P32245		ENSG00000166603	melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]
PNPLA3	Q9NST1	Q9NST1		ENSG00000100344	patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]
COG3	Q96JB2	Q96JB2		ENSG00000136152	component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]
ADRA1D	P25100	P25100	B0ZBE0	ENSG00000171873	adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]
TMX3	Q96JJ7	Q96JJ7		ENSG00000166479	thioredoxin related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718]
RSPO4	Q2I0M5	Q2I0M5		ENSG00000101282	R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175]
DEFB129	Q9H1M3	Q9H1M3	A0A384MEC8	ENSG00000125903	defensin beta 129 [Source:HGNC Symbol;Acc:HGNC:16218]
PRDM15	E7ER26		E7ER26	ENSG00000141956	PR/SET domain 15 [Source:HGNC Symbol;Acc:HGNC:13999]
ANGPT4	Q9Y264	Q9Y264		ENSG00000101280	angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]
EFCAB6	Q5THR3	Q5THR3		ENSG00000186976	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]
SHLD1	Q5TGA6		Q5TGA6	ENSG00000171984	shieldin complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26318]
LRCH1	Q9Y2L9	Q9Y2L9		ENSG00000136141	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]
SLX4IP	Q5VYV7	Q5VYV7		ENSG00000149346	SLX4 interacting protein [Source:HGNC Symbol;Acc:HGNC:16225]
CDH20	Q9HBT6	Q9HBT6		ENSG00000101542	cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]
DEFB125	Q8N687	Q8N687		ENSG00000178591	defensin beta 125 [Source:HGNC Symbol;Acc:HGNC:18105]
BMP2	P12643	P12643	C8C060	ENSG00000125845	bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]
FAM110A	Q9BQ89	Q9BQ89		ENSG00000125898	family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]
PKNOX1	E7EPN6		E7EPN6	ENSG00000160199	PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022]
CDADC1	Q9BWV3	Q9BWV3		ENSG00000102543	cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]
INSM1	Q01101	Q01101		ENSG00000173404	INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]
DEFB128	Q7Z7B8	Q7Z7B8		ENSG00000185982	defensin beta 128 [Source:HGNC Symbol;Acc:HGNC:18106]
DEFB126	Q9BYW3	Q9BYW3	A0A384MDP8	ENSG00000125788	defensin beta 126 [Source:HGNC Symbol;Acc:HGNC:15900]
BTBD3	Q9Y2F9	Q9Y2F9		ENSG00000132640	BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15854]
PTPN2	P17706	P17706	A8K3N4	ENSG00000175354	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]
DIS3	Q9Y2L1	Q9Y2L1		ENSG00000083520	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]
PCSK2	P16519	P16519		ENSG00000125851	proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]
TBC1D22A	Q8WUA7	Q8WUA7		ENSG00000054611	TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309]
PRR20C	P86479	P86479		ENSG00000229665	proline rich 20C [Source:HGNC Symbol;Acc:HGNC:37221]
SLITRK6	Q9H5Y7	Q9H5Y7		ENSG00000184564	SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]
PHLPP1	O60346	O60346		ENSG00000081913	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]
ZNF343	Q6P1L6	Q6P1L6		ENSG00000088876	zinc finger protein 343 [Source:HGNC Symbol;Acc:HGNC:16017]
ZMYM5	Q9UJ78	Q9UJ78		ENSG00000132950	zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029]
SOX1	O00570	O00570		ENSG00000182968	SRY-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11189]
ISM1	B1AKI9	B1AKI9		ENSG00000101230	isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]
CST5	P28325	P28325		ENSG00000170367	cystatin D [Source:HGNC Symbol;Acc:HGNC:2477]
CBS	P35520	P35520		ENSG00000160200	cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]
CDH19	Q9H159	Q9H159		ENSG00000071991	cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]
SYNDIG1	Q9H7V2	Q9H7V2		ENSG00000101463	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:HGNC:15885]
C18orf21	Q32NC0	Q32NC0		ENSG00000141428	chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]
RPL3	G5E9G0		G5E9G0	ENSG00000100316	ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]
MYO16	Q9Y6X6	Q9Y6X6		ENSG00000041515	myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]
XRN2	Q9H0D6	Q9H0D6		ENSG00000088930	5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]
IRS2	Q9Y4H2	Q9Y4H2		ENSG00000185950	insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]
KCTD1	Q719H9	Q719H9		ENSG00000134504	potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]
SNRPB2	P08579	P08579		ENSG00000125870	small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]
U2AF1	Q01081	Q01081		ENSG00000160201	U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]
SPACA7	Q96KW9	Q96KW9		ENSG00000153498	sperm acrosome associated 7 [Source:HGNC Symbol;Acc:HGNC:29575]
CST7	O76096	O76096		ENSG00000077984	cystatin F [Source:HGNC Symbol;Acc:HGNC:2479]
STOML3	Q8TAV4	Q8TAV4		ENSG00000133115	stomatin like 3 [Source:HGNC Symbol;Acc:HGNC:19420]
ANKRD10	Q9NXR5	Q9NXR5		ENSG00000088448	ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]
SLC39A6	Q13433	Q13433		ENSG00000141424	solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]
APMAP	H0Y512		H0Y512	ENSG00000101474	adipocyte plasma membrane associated protein [Source:HGNC Symbol;Acc:HGNC:13238]
GTSE1	Q9NYZ3	Q9NYZ3		ENSG00000075218	G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]
NALF1	B1AL88	B1AL88		ENSG00000204442	NALCN channel auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:33877]
ZBTB14	O43829	O43829		ENSG00000198081	zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]
GALR1	P47211	P47211		ENSG00000166573	galanin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4132]
BFSP1	Q12934	Q12934		ENSG00000125864	beaded filament structural protein 1 [Source:HGNC Symbol;Acc:HGNC:1040]
ZNF521	Q96K83	Q96K83		ENSG00000198795	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]
GGTLC1	Q9BX51	Q9BX51		ENSG00000149435	gamma-glutamyltransferase light chain 1 [Source:HGNC Symbol;Acc:HGNC:16437]
SAMM50	Q9Y512	Q9Y512		ENSG00000100347	SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]
CST2	P09228	P09228		ENSG00000170369	cystatin SA [Source:HGNC Symbol;Acc:HGNC:2474]
SETD4	Q9NVD3	Q9NVD3		ENSG00000185917	SET domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1258]
DSTN	P60981	P60981	V9HWA6	ENSG00000125868	destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]
TTC38	F8WBU8		F8WBU8	ENSG00000075234	tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]
IMPACT	Q9P2X3	Q9P2X3		ENSG00000154059	impact RWD domain protein [Source:HGNC Symbol;Acc:HGNC:20387]
PCCA	P05165	P05165		ENSG00000175198	propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653]
STK35	Q8TDR2	Q8TDR2		ENSG00000125834	serine/threonine kinase 35 [Source:HGNC Symbol;Acc:HGNC:16254]
SCRT2	Q9NQ03	Q9NQ03		ENSG00000215397	scratch family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:15952]
CBLN2	Q8IUK8	Q8IUK8		ENSG00000141668	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]
NCOA6	A0A0D9SFT8		A0A0D9SFT8	ENSG00000198646	nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:HGNC:15936]
SLC19A1	H0Y4T2		H0Y4T2	ENSG00000173638	solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]
DEFB127	Q9H1M4	Q9H1M4		ENSG00000088782	defensin beta 127 [Source:HGNC Symbol;Acc:HGNC:16206]
TRIOBP	Q9H2D6	Q9H2D6		ENSG00000100106	TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]
SPTLC3	B1AKS2		B1AKS2	ENSG00000172296	serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]
MBP	P02686	P02686		ENSG00000197971	myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]
TUBGCP3	Q96CW5	Q96CW5		ENSG00000126216	tubulin gamma complex component 3 [Source:HGNC Symbol;Acc:HGNC:18598]
DEFB115	Q30KQ5	Q30KQ5		ENSG00000215547	defensin beta 115 [Source:HGNC Symbol;Acc:HGNC:18096]
PIM3	Q86V86	Q86V86		ENSG00000198355	Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]
OBI1	Q5W0B1	Q5W0B1		ENSG00000152193	ORC ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:20308]
UBL3	O95164	O95164		ENSG00000122042	ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504]
MLNR	O43193	O43193		ENSG00000102539	motilin receptor [Source:HGNC Symbol;Acc:HGNC:4495]
DENND6B	Q8NEG7	Q8NEG7		ENSG00000205593	DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690]
SLC23A2	Q9UGH3	Q9UGH3	A0A140VK48	ENSG00000089057	solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973]
CST9L	Q9H4G1	Q9H4G1	A0A140VJH1	ENSG00000101435	cystatin 9 like [Source:HGNC Symbol;Acc:HGNC:16233]
FLT3	P36888	P36888		ENSG00000122025	fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765]
CERK	Q8TCT0	Q8TCT0		ENSG00000100422	ceramide kinase [Source:HGNC Symbol;Acc:HGNC:19256]
TASP1	Q9H6P5	Q9H6P5		ENSG00000089123	taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]
FAM216B	Q8N7L0	Q8N7L0		ENSG00000179813	family with sequence similarity 216 member B [Source:HGNC Symbol;Acc:HGNC:26883]
WFDC9	Q8NEX5	Q8NEX5		ENSG00000180205	WAP four-disulfide core domain 9 [Source:HGNC Symbol;Acc:HGNC:20380]
MTCL2	O94964	O94964		ENSG00000149639	microtubule crosslinking factor 2 [Source:HGNC Symbol;Acc:HGNC:16111]
COL18A1	P39060	P39060		ENSG00000182871	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]
WFDC10A	Q9H1F0	Q9H1F0		ENSG00000180305	WAP four-disulfide core domain 10A [Source:HGNC Symbol;Acc:HGNC:16139]
TMEM241	H0YDH1		H0YDH1	ENSG00000134490	transmembrane protein 241 [Source:HGNC Symbol;Acc:HGNC:31723]
ITM2B	A0A3B3IUC0		A0A3B3IUC0	ENSG00000136156	integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]
PPP1R16B	Q96T49	Q96T49		ENSG00000101445	protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850]
TRIM13	X6RH27		X6RH27	ENSG00000204977	tripartite motif containing 13 [Source:HGNC Symbol;Acc:HGNC:9976]
FAM3B	P58499	P58499		ENSG00000183844	FAM3 metabolism regulating signaling molecule B [Source:HGNC Symbol;Acc:HGNC:1253]
KCNRG	Q8N5I3	Q8N5I3		ENSG00000198553	potassium channel regulator [Source:HGNC Symbol;Acc:HGNC:18893]
PPP6R2	O75170	O75170		ENSG00000100239	protein phosphatase 6 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:19253]
FAM124A	Q86V42	Q86V42		ENSG00000150510	family with sequence similarity 124 member A [Source:HGNC Symbol;Acc:HGNC:26413]
ELP2	F5GX79		F5GX79	ENSG00000134759	elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]
ZAR1L	A6NP61	A6NP61		ENSG00000189167	zygote arrest 1 like [Source:HGNC Symbol;Acc:HGNC:37116]
DHX35	Q5THR1		Q5THR1	ENSG00000101452	DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]
